"id","name","code","account_type","reconcile","name@fr"
"syscebnl_2181","Transfer compensation for players",2181,"asset_non_current","False","Indemnités de transfert aux joueurs"
"syscebnl_2193","Software and websites",2193,"asset_non_current","False","Logiciels et sites internet"
"syscebnl_2198","Other intangible assets and rights",2198,"asset_non_current","False","Autres droits et valeurs incorporels"
"syscebnl_221","Agricultural and forest land",221,"asset_fixed","False","Terrains agricoles et forestiers"
"syscebnl_2211","Agricultural land",2211,"asset_fixed","False","Terrains d'exploitation agricole"
"syscebnl_2212","Forest land",2212,"asset_fixed","False","Terrains d'exploitation forestière"
"syscebnl_2218","Other land",2218,"asset_fixed","False","Autres terrains"
"syscebnl_222","Bare land",222,"asset_fixed","False","Terrains nus"
"syscebnl_2221","Building plots",2221,"asset_fixed","False","Terrains à bâtir"
"syscebnl_2228","Other bare land",2228,"asset_fixed","False","Autres terrains nus"
"syscebnl_223","Built-up land",223,"asset_fixed","False","Terrains bâtis"
"syscebnl_2231","for industrial and agricultural buildings",2231,"asset_fixed","False","pour bâtiments industriels et agricoles"
"syscebnl_2232","for office and commercial buildings",2232,"asset_fixed","False","pour bâtiments administratifs et commerciaux"
"syscebnl_2234","for buildings used for other professional operations",2234,"asset_fixed","False","pour bâtiments affectés aux autres opérations professionnelles"
"syscebnl_2235","for buildings used for other non-professional operations",2235,"asset_fixed","False","pour bâtiments affectés aux autres opérations non professionnelles"
"syscebnl_2238","Other built-up land",2238,"asset_fixed","False","Autres terrains batis"
"syscebnl_224","Land development work",224,"asset_fixed","False","Travaux de mise en valeur des terrains"
"syscebnl_2241","Tree and shrub planting",2241,"asset_fixed","False","Plantation d'arbres et d'arbustes"
"syscebnl_2245","Fund enhancements",2245,"asset_fixed","False","Améliorations du fonds"
"syscebnl_2248","Other work",2248,"asset_fixed","False","Autres travaux"
"syscebnl_226","Developed land",226,"asset_fixed","False","Terrains aménagés"
"syscebnl_2261","Parking lots",2261,"asset_fixed","False","Parkings"
"syscebnl_228","Other land",228,"asset_fixed","False","Autres terrains"
"syscebnl_2281","Land and investment property",2281,"asset_fixed","False","Terrains-immeubles de placement"
"syscebnl_2285","Land for staff housing",2285,"asset_fixed","False","Terrains des logements affectés au personnel"
"syscebnl_2286","Capital lease land",2286,"asset_fixed","False","Terrains de location - acquisition"
"syscebnl_2288","Various plots",2288,"asset_fixed","False","Divers terrains"
"syscebnl_229","Land development in progress",229,"asset_fixed","False","Aménagements de terrains en cours"
"syscebnl_2291","Agricultural and forest land",2291,"asset_fixed","False","Terrains agricoles et forestiers"
"syscebnl_2292","Bare land",2292,"asset_fixed","False","Terrains nus"
"syscebnl_2298","Other land",2298,"asset_fixed","False","Autres terrains"
"syscebnl_231","Industrial, agricultural, administrative, commercial, religious and other buildings on own land",231,"asset_fixed","False","Bâtiments industriels, agricoles, administratifs, commerciaux, religieux et autres sur sol propre"
"syscebnl_2311","Industrial buildings",2311,"asset_fixed","False","Bâtiments industriels"
"syscebnl_2312","Agricultural buildings",2312,"asset_fixed","False","Bâtiments agricoles"
"syscebnl_2313","Administrative and commercial buildings",2313,"asset_fixed","False","Bâtiments administratifs et commerciaux"
"syscebnl_2314","Staff housing buildings",2314,"asset_fixed","False","Bâtiments affectés au logement du personnel"
"syscebnl_2315","Buildings-investment property",2315,"asset_fixed","False","Bâtiments-immeubles de placement"
"syscebnl_2316","Capital lease buildings",2316,"asset_fixed","False","Bâtiments de location-acquisition"
"syscebnl_2317","Religious and similar buildings",2317,"asset_fixed","False","Edifices religieux et assimilés"
"syscebnl_2318","Other buildings on own land",2318,"asset_fixed","False","Autres bâtiments sur sol propre"
"syscebnl_232","Industrial, agricultural, administrative, commercial, religious and other buildings on third-party land",232,"asset_fixed","False","Bâtiments industriels, agricoles, administratifs, commerciaux, religieux et autres sur sol d'autrui"
"syscebnl_2321","Industrial buildings",2321,"asset_fixed","False","Bâtiments industriels"
"syscebnl_2322","Agricultural buildings",2322,"asset_fixed","False","Bâtiments agricoles"
"syscebnl_2323","Administrative and commercial buildings",2323,"asset_fixed","False","Bâtiments administratifs et commerciaux"
"syscebnl_2324","Staff housing buildings",2324,"asset_fixed","False","Bâtiments affectés au logement du personnel"
"syscebnl_2325","Buildings-investment property",2325,"asset_fixed","False","Bâtiments-immeubles de placement"
"syscebnl_2326","Capital lease buildings",2326,"asset_fixed","False","Bâtiments de location - acquisition"
"syscebnl_2327","Religious and similar buildings",2327,"asset_fixed","False","Edifices religieux et assimilés"
"syscebnl_2328","Other buildings on third-party land",2328,"asset_fixed","False","Autres bâtiments sur sol d'autrui"
"syscebnl_233","Infrastructure works",233,"asset_fixed","False","Ouvrages d'infrastructure"
"syscebnl_2331","Land tracks",2331,"asset_fixed","False","Voies de terre"
"syscebnl_2332","Railways",2332,"asset_fixed","False","Voies de fer"
"syscebnl_2333","Waterways",2333,"asset_fixed","False","Voies d'eau"
"syscebnl_2334","Dams and dikes",2334,"asset_fixed","False","Barrages, digues"
"syscebnl_2335","Airfield runways",2335,"asset_fixed","False","Pistes d'aérodrome"
"syscebnl_2337","Stadiums and other sports facilities",2337,"asset_fixed","False","Stades et autres infrastructures sportives"
"syscebnl_2338","Other infrastructure works",2338,"asset_fixed","False","Autres ouvrages d'infrastructures"
"syscebnl_234","Fixtures, fittings and technical installations",234,"asset_fixed","False","Aménagements, agencements et installations techniques"
"syscebnl_2341","Specialized complex plants on own soil",2341,"asset_fixed","False","Installations complexes spécialisées sur sol propre"
"syscebnl_2342","Specialized complex installations on third-party land",2342,"asset_fixed","False","Installations complexes spécialisées sur sol d'autrui"
"syscebnl_2343","Specific installations on own land",2343,"asset_fixed","False","Installations à caractère spécifique sur sol propre"
"syscebnl_2344","Specific installations on third-party land",2344,"asset_fixed","False","Installations à caractère spécifique sur sol d'autrui"
"syscebnl_2345","Building fixtures and fittings",2345,"asset_fixed","False","Aménagements et agencements des bâtiments"
"syscebnl_235","Office and similar facilities",235,"asset_fixed","False","Aménagements de bureaux et assimilés"
"syscebnl_2351","General installations",2351,"asset_fixed","False","Installations générales"
"syscebnl_2358","Other office fittings",2358,"asset_fixed","False","Autres aménagements de bureaux"
"syscebnl_238","Other fixtures and fittings",238,"asset_fixed","False","Autres installations et agencements"
"syscebnl_2381","Other fixtures and fittings for religious and similar buildings",2381,"asset_fixed","False","Autres installations et agencements des édifices religieux et assimilés"
"syscebnl_2382","Other installations and fittings for stadiums and other sports facilities",2382,"asset_fixed","False","Autres installations et agencements des stades et autres infrastructures sportives"
"syscebnl_2391","Buildings on own land in progress",2391,"asset_fixed","False","Bâtiments sur sol propre en cours"
"syscebnl_2392","Buildings in progress on third-party land",2392,"asset_fixed","False","Bâtiments sur sol d'autrui en cours"
"syscebnl_2393","Infrastructure works in progress",2393,"asset_fixed","False","Ouvrages d'infrastructure en cours"
"syscebnl_2394","Fittings, fixtures and technical installations in progress",2394,"asset_fixed","False","Aménagements, agencements et installations techniques en cours"
"syscebnl_2395","Office developments in progress",2395,"asset_fixed","False","Aménagements de bureaux en cours"
"syscebnl_2396","Buildings in progress-investment property",2396,"asset_fixed","False","Bâtiments en cours-immeubles de placement"
"syscebnl_2398","Other fixtures and fittings in progress",2398,"asset_fixed","False","Autres installations et agencements en cours"
"syscebnl_241","Industrial and commercial machinery and equipment",241,"asset_fixed","False","Matériel et outillage industriel et commercial"
"syscebnl_2411","Industrial equipment",2411,"asset_fixed","False","Matériel industriel"
"syscebnl_2412","Industrial tools",2412,"asset_fixed","False","Outillage industriel"
"syscebnl_2413","Commercial material",2413,"asset_fixed","False","Matériel commercial"
"syscebnl_2414","Commercial tools",2414,"asset_fixed","False","Outillage commercial"
"syscebnl_2416","Industrial and commercial machinery and equipment for capital lease",2416,"asset_fixed","False","Matériel et outillage industriel et commercial de location-acquisition"
"syscebnl_242","Agricultural machinery and equipment",242,"asset_fixed","False","Matériel et outillage agricole"
"syscebnl_2421","Farm machinery",2421,"asset_fixed","False","Matériel agricole"
"syscebnl_2422","Farm tools",2422,"asset_fixed","False","Outillage agricole"
"syscebnl_2426","Agricultural machinery and equipment for capital lease",2426,"asset_fixed","False","Matériel et outillage agricole de location-acquisition"
"syscebnl_243","Recyclable and identifiable packaging materials",243,"asset_fixed","False","Matériel d'emballage récupérable et identifiable"
"syscebnl_244","Equipment and furniture",244,"asset_fixed","False","Matériel et mobilier"
"syscebnl_2441","Office equipment and furniture",2441,"asset_fixed","False","Matériel et mobilier de bureau"
"syscebnl_2442","Computer and office equipment",2442,"asset_fixed","False","Matériel informatique et bureautique"
"syscebnl_2443","Religious equipment and furnishings",2443,"asset_fixed","False","Matériel et mobilier religieux"
"syscebnl_2444","Sports equipment and furniture",2444,"asset_fixed","False","Matériel et mobilier sportifs"
"syscebnl_2445","Equipment and furniture - investment properties",2445,"asset_fixed","False","Matériel et mobilier - immeubles de placement"
"syscebnl_2446","Rental equipment and furniture – acquisition",2446,"asset_fixed","False","Matériel et mobilier de location - acquisition"
"syscebnl_2447","Staff housing equipment and furniture",2447,"asset_fixed","False","Matériel et mobilier des logements du personnel"
"syscebnl_245","Transport equipment",245,"asset_fixed","False","Matériel de transport"
"syscebnl_2451","Automotive equipment",2451,"asset_fixed","False","Matériel automobile"
"syscebnl_2452","Railway equipment",2452,"asset_fixed","False","Matériel ferroviaire"
"syscebnl_2453","River and lagoon equipment",2453,"asset_fixed","False","Matériel fluvial, lagunaire"
"syscebnl_2454","Naval equipment",2454,"asset_fixed","False","Matériel naval"
"syscebnl_2455","Aircraft equipment",2455,"asset_fixed","False","Matériel aérien"
"syscebnl_2456","Capital lease transport equipment",2456,"asset_fixed","False","Matériel de transport de location - acquisition"
"syscebnl_2457","Horse-drawn equipment",2457,"asset_fixed","False","Matériel hippomobile"
"syscebnl_2458","Other transport equipment",2458,"asset_fixed","False","Autres matériels de transport"
"syscebnl_246","Biological assets",246,"asset_fixed","False","Actifs biologiques"
"syscebnl_2461","Livestock, draught animals",2461,"asset_fixed","False","Cheptel, animaux de trait"
"syscebnl_2462","Livestock, breeding stock",2462,"asset_fixed","False","Cheptel, animaux reproducteurs"
"syscebnl_2463","Guard animals",2463,"asset_fixed","False","Animaux de garde"
"syscebnl_2465","Agricultural plantations",2465,"asset_fixed","False","Plantations agricoles"
"syscebnl_2468","Other biological assets",2468,"asset_fixed","False","Autres actifs biologiques"
"syscebnl_247","Fixtures and fittings for equipment and biological assets",247,"asset_fixed","False","Agencements, aménagements du matériel et des actifs biologiques"
"syscebnl_2471","Equipment fixtures and fittings",2471,"asset_fixed","False","Agencements et aménagements du matériel"
"syscebnl_2472","Fixtures and fittings for biological assets",2472,"asset_fixed","False","Agencements et aménagements des actifs biologiques"
"syscebnl_2478","Other fixtures and fittings, equipment and biological assets",2478,"asset_fixed","False","Autres agencements, aménagements du matériel et des actifs biologiques"
"syscebnl_248","Other equipment and furniture",248,"asset_fixed","False","Autres matériels et mobiliers"
"syscebnl_2481","Collections and works of art",2481,"asset_fixed","False","Collections et œuvres d'art"
"syscebnl_2488","Various equipment and furniture",2488,"asset_fixed","False","Divers matériels et mobiliers"
"syscebnl_249","Materials and biological assets in progress",249,"asset_fixed","False","Matériels et actifs biologiques en cours"
"syscebnl_2491","Industrial and commercial machinery and equipment",2491,"asset_fixed","False","Matériel et outillage industriel et commercial"
"syscebnl_2492","Agricultural machinery and equipment",2492,"asset_fixed","False","Matériel et outillage agricole"
"syscebnl_2493","Recyclable and identifiable packaging materials",2493,"asset_fixed","False","Matériel d'emballage récupérable et identifiable"
"syscebnl_2494","Office equipment and furniture",2494,"asset_fixed","False","Matériel et mobilier de bureau"
"syscebnl_2495","Transport equipment",2495,"asset_fixed","False","Matériel de transport"
"syscebnl_2496","Biological assets",2496,"asset_fixed","False","Actifs biologiques"
"syscebnl_2497","Fixtures and fittings for equipment and biological assets",2497,"asset_fixed","False","Agencements et aménagements du matériel et des actifs biologiques"
"syscebnl_2498","Other biological materials and assets",2498,"asset_fixed","False","Autres matériels et actifs biologiques"
"syscebnl_251","Advances and deposits paid on intangible assets",251,"asset_non_current","False","Avances et acomptes versés sur immobilisations incorporelles"
"syscebnl_252","Advances and deposits paid on property, plant and equipment",252,"asset_fixed","False","Avances et acomptes versés sur immobilisations corporelles"
"syscebnl_261","Equity interests",261,"asset_non_current","False","Titres de participation"
"syscebnl_265","Shareholdings in professional bodies",265,"asset_non_current","False","Participations dans des organismes professionnels"
"syscebnl_266","Shares in economic interest groups (E.I.G.)",266,"asset_non_current","False","Parts dans des groupements d'intérêt économique (G.L.E.)"
"syscebnl_268","Other equity interests",268,"asset_non_current","False","Autres titres de participation"
"syscebnl_271","Loans and receivables",271,"asset_non_current","False","Prêts et créances"
"syscebnl_2711","Equity loans",2711,"asset_non_current","False","Prêts participatifs"
"syscebnl_2713","Participative loans",2713,"asset_non_current","False","Billets de fonds"
"syscebnl_2715","Loaned securities",2715,"asset_non_current","False","Titres prétés"
"syscebnl_2718","Other loans and receivables",2718,"asset_non_current","False","Autres prêts et créances"
"syscebnl_272","Employee loans",272,"asset_non_current","False","Prêts au personnel"
"syscebnl_2721","Home loans",2721,"asset_non_current","False","Prêts immobiliers"
"syscebnl_2722","Equipment and installation loans",2722,"asset_non_current","False","Prêts mobiliers et d'installation"
"syscebnl_2728","Other employee loans",2728,"asset_non_current","False","Autres prêts au personnel"
"syscebnl_273","Receivables from the State",273,"asset_non_current","False","Créances sur l'Etat"
"syscebnl_2731","Holdbacks",2731,"asset_non_current","False","Retenues de garantie"
"syscebnl_2733","Regulated fund",2733,"asset_non_current","False","Fonds réglementé"
"syscebnl_2738","Other receivables from the State",2738,"asset_non_current","False","Autres créances sur l'Etat"
"syscebnl_274","Long-term investments",274,"asset_non_current","False","Titres immobilisés"
"syscebnl_2741","Long-term portfolio investments (T.I.A.P.)",2741,"asset_non_current","False","Titres immobilisés de l'activité de portefeuille (T.I.A.P.)"
"syscebnl_2742","Equity securities",2742,"asset_non_current","False","Titres participatifs"
"syscebnl_2743","Investment certificates",2743,"asset_non_current","False","Certificats d'investissement"
"syscebnl_2744","Mutual fund units (F.C.P.)",2744,"asset_non_current","False","Parts de fonds commun de placement (F.C.P.)"
"syscebnl_2745","Bonds",2745,"asset_non_current","False","Obligations"
"syscebnl_2748","Other long-term investments",2748,"asset_non_current","False","Autres titres immobilisés"
"syscebnl_275","Deposits and guarantees paid",275,"asset_non_current","False","Dépôts et cautionnements versés"
"syscebnl_2751","Deposits for advance rents",2751,"asset_non_current","False","Dépôts pour loyers d'avance"
"syscebnl_2752","Electricity deposits",2752,"asset_non_current","False","Dépôts pour l'électricité"
"syscebnl_2753","Water deposits",2753,"asset_non_current","False","Dépôts pour l'eau"
"syscebnl_2754","Gas deposits",2754,"asset_non_current","False","Dépôts pour le gaz"
"syscebnl_2755","Deposits for telephone, fax",2755,"asset_non_current","False","Dépôts pour le téléphone, la télécopie"
"syscebnl_2758","Other deposits and guarantees",2758,"asset_non_current","False","Autres dépôts et cautionnement"
"syscebnl_276","Accrued interest",276,"asset_non_current","False","Intérêts courus"
"syscebnl_2761","Loans and receivables",2761,"asset_non_current","False","Prêts et créances"
"syscebnl_2762","Employee loans",2762,"asset_non_current","False","Prêts au personnel"
"syscebnl_2763","Receivables from the State",2763,"asset_non_current","False","Créances sur l'Etat"
"syscebnl_2764","Long-term investments",2764,"asset_non_current","False","Titres immobilisés"
"syscebnl_2765","Deposits and guarantees paid",2765,"asset_non_current","False","Dépôts et cautionnements versés"
"syscebnl_2768","Miscellaneous financial assets",2768,"asset_non_current","False","Immobilisations financières diverses"
"syscebnl_278","Miscellaneous financial assets",278,"asset_non_current","False","Immobilisations financières diverses"
"syscebnl_2781","Miscellaneous receivables",2781,"asset_non_current","False","Créances diverses"
"syscebnl_2784","Term deposits and similar transactions",2784,"asset_non_current","False","Banques dépôts à terme et opérations assimilées"
"syscebnl_2785","Gold and precious metals",2785,"asset_non_current","False","Or et métaux précieux"
"syscebnl_2788","Other long-term investments",2788,"asset_non_current","False","Autres immobilisations financières"
"syscebnl_280","Depreciation of temporary usufruct",280,"asset_non_current","False","Amortissements d'usufruit temporaire"
"syscebnl_2812","Depreciation of patents, licenses, concessions and similar rights",2812,"asset_non_current","False","Amortissements des brevets, licences, concessions et droits similaires"
"syscebnl_2813","Depreciation of software and websites",2813,"asset_non_current","False","Amortissements des logiciels et sites internet"
"syscebnl_2814","Depreciation of brands",2814,"asset_non_current","False","Amortissements des marques"
"syscebnl_2817","Depreciation of player transfer compensation",2817,"asset_non_current","False","Amortissements des Indemnités de transfert aux joueurs"
"syscebnl_2818","Depreciation of other intangible assets and rights",2818,"asset_non_current","False","Amortissements des autres droits et valeurs incorporels"
"syscebnl_282","Depreciation of land",282,"asset_fixed","False","Amortissements des terrains"
"syscebnl_2824","Depreciation of land reclamation work",2824,"asset_fixed","False","Amortissements des travaux de mise en valeur des terrains"
"syscebnl_2831","Depreciation of industrial, agricultural, administrative, commercial, religious and other buildings on own land",2831,"asset_fixed","False","Amortissements des bâtiments industriels, agricoles, administratifs, commerciaux, religieux et autres sur sol propre"
"syscebnl_2832","Depreciation of industrial, agricultural, administrative, commercial, religious and other buildings on third-party land",2832,"asset_fixed","False","Amortissements des bâtiments industriels, agricoles, administratifs, commerciaux,religieux et autres sur sol d'autrui"
"syscebnl_2833","Depreciation of infrastructure works",2833,"asset_fixed","False","Amortissements des ouvrages d'infrastructure"
"syscebnl_2834","Depreciation of fixtures, fittings and technical installations",2834,"asset_fixed","False","Amortissements des aménagements, agencements et installations techniques"
"syscebnl_2835","Depreciation of office fittings",2835,"asset_fixed","False","Amortissements des aménagements de bureaux"
"syscebnl_2838","Depreciation of other fixtures and fittings",2838,"asset_fixed","False","Amortissements des autres installations et agencements"
"syscebnl_284","Depreciation of equipment",284,"asset_fixed","False","Amortissements du matériel"
"syscebnl_2841","Depreciation of industrial and commercial machinery and equipment",2841,"asset_fixed","False","Amortissements du matériel et de l'outillage industriel et commercial"
"syscebnl_2842","Depreciation of farm machinery and equipment",2842,"asset_fixed","False","Amortissements du matériel et de l'outillage agricole"
"syscebnl_2843","Depreciation of recoverable and identifiable packaging materials",2843,"asset_fixed","False","Amortissements du matériel d'emballage récupérable et identifiable"
"syscebnl_2844","Depreciation of equipment and furniture",2844,"asset_fixed","False","Amortissements du matériel et du mobilier"
"syscebnl_2845","Depreciation of transport equipment",2845,"asset_fixed","False","Amortissements du matériel de transport"
"syscebnl_2846","Depreciation of biological assets",2846,"asset_fixed","False","Amortissements des actifs biologiques"
"syscebnl_2847","Depreciation of fixtures and fittings, equipment and biological assets",2847,"asset_fixed","False","Amortissements des agencements et aménagements du matériel et des actifs biologiques"
"syscebnl_2848","Depreciation of other equipment",2848,"asset_fixed","False","Amortissements des autres matériels"
"syscebnl_2901","Impairment of temporary usufruct",2901,"asset_non_current","False","Dépréciations d'usufruit temporaire"
"syscebnl_2902","Impairment of assets held for sale arising from gifts and bequests not yet received",2902,"asset_non_current","False","Dépréciations des immobilisations destinées à la vente provenant de dons et legs non encore reçus"
"syscebnl_2912","Impairment of patents, licenses, concessions and similar rights",2912,"asset_non_current","False","Dépréciations des brevets, licences, concessions et droits similaires"
"syscebnl_2913","Impairment of software and websites",2913,"asset_non_current","False","Dépréciations des logiciels et sites internet"
